epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,24263.3,0.62726,1.24056,0.55091,0.96566,0.92656,0.78557,0.86014,0.76565,0.93145,0.7773,0.84752,0.69979,0.54965,1.159,0.46678,0.90496,0.00404322,0.00404322,0.00404322
73,24607.8,0.62615,1.22699,0.5489,0.96621,0.9354,0.78286,0.86007,0.7667,0.9327,0.77879,0.84823,0.69979,0.54872,1.15851,0.46581,0.90428,0.00395932,0.00395932,0.00395932
74,24950.8,0.62018,1.22648,0.5458,0.96562,0.93308,0.78366,0.86019,0.76649,0.93064,0.77921,0.84776,0.69858,0.54737,1.15786,0.46481,0.90341,0.00387542,0.00387542,0.00387542
75,25298.5,0.61907,1.22105,0.53802,0.96184,0.93076,0.78523,0.86042,0.76741,0.93304,0.77864,0.84777,0.69928,0.54679,1.15766,0.46449,0.9027,0.00379153,0.00379153,0.00379153
76,25636.8,0.61959,1.227,0.54432,0.96406,0.93358,0.78255,0.86096,0.76805,0.9316,0.77899,0.84779,0.70085,0.54545,1.15677,0.4642,0.90138,0.00370763,0.00370763,0.00370763
77,25967.2,0.61682,1.21672,0.5387,0.96181,0.93504,0.78248,0.86084,0.76786,0.93228,0.77933,0.8479,0.70125,0.54467,1.15588,0.46316,0.90082,0.00362373,0.00362373,0.00362373
78,26299.5,0.61501,1.20753,0.53762,0.96268,0.93306,0.78363,0.86131,0.76777,0.93025,0.78072,0.84856,0.70121,0.54449,1.15626,0.46276,0.90059,0.00353983,0.00353983,0.00353983
79,26630.3,0.6119,1.20995,0.53324,0.95969,0.93417,0.78243,0.86172,0.76824,0.93123,0.7797,0.84874,0.70226,0.5438,1.15564,0.46197,0.90007,0.00345593,0.00345593,0.00345593
80,26966.9,0.60646,1.1988,0.52686,0.95654,0.94032,0.78183,0.8621,0.76909,0.93733,0.7788,0.8487,0.70185,0.54351,1.15505,0.46111,0.89984,0.00337203,0.00337203,0.00337203
81,27300.2,0.60753,1.194,0.52401,0.95829,0.94162,0.78124,0.86205,0.76903,0.93928,0.77817,0.84906,0.70186,0.54272,1.15399,0.46015,0.89937,0.00328814,0.00328814,0.00328814
82,27636.8,0.60168,1.18638,0.52074,0.95493,0.94188,0.7811,0.86248,0.769,0.93923,0.77837,0.84799,0.70288,0.54187,1.15378,0.45921,0.89923,0.00320424,0.00320424,0.00320424
83,27971.1,0.6033,1.19315,0.51909,0.95611,0.94108,0.7819,0.8626,0.7695,0.93946,0.77851,0.84963,0.70329,0.54138,1.15303,0.45815,0.89934,0.00312034,0.00312034,0.00312034
84,28308.7,0.59582,1.17434,0.51429,0.95111,0.94149,0.7825,0.86277,0.76968,0.93909,0.77959,0.84997,0.70472,0.54074,1.15216,0.4576,0.89912,0.00303644,0.00303644,0.00303644
85,28647.5,0.59628,1.17883,0.51102,0.95333,0.93857,0.78535,0.86332,0.77048,0.93795,0.78184,0.85098,0.70501,0.54042,1.15142,0.45702,0.8991,0.00295254,0.00295254,0.00295254
86,28985,0.59972,1.17675,0.51384,0.95367,0.93979,0.78543,0.86431,0.77121,0.93774,0.78195,0.85139,0.70493,0.54035,1.15104,0.45657,0.89914,0.00286864,0.00286864,0.00286864
87,29327.7,0.59844,1.17842,0.51271,0.95337,0.93995,0.78516,0.8645,0.77097,0.93715,0.78194,0.8514,0.70567,0.53975,1.15032,0.45593,0.89877,0.00278475,0.00278475,0.00278475
88,29665.4,0.59358,1.1667,0.51019,0.95219,0.93917,0.78526,0.86478,0.77159,0.93633,0.78215,0.85156,0.70593,0.53909,1.14933,0.45524,0.89836,0.00270085,0.00270085,0.00270085
89,30000.9,0.59302,1.16013,0.5034,0.95317,0.93774,0.78573,0.86474,0.7715,0.93548,0.78228,0.85146,0.70628,0.53872,1.14923,0.45457,0.89822,0.00261695,0.00261695,0.00261695
90,30340.7,0.58738,1.1553,0.50125,0.94911,0.93653,0.78636,0.86467,0.77203,0.93489,0.78246,0.85127,0.70627,0.53862,1.14891,0.45389,0.89858,0.00253305,0.00253305,0.00253305
91,30685.6,0.58793,1.16296,0.50101,0.94908,0.93582,0.78742,0.86455,0.77165,0.93319,0.78366,0.85127,0.70573,0.538,1.14886,0.45371,0.89825,0.00244915,0.00244915,0.00244915
