epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
124,9989.32,0.75506,2.36275,0.54993,1.07996,0.5746,0.51235,0.46703,0.36938,0.56666,0.43275,0.4046,0.21366,1.0493,3.12916,1.00591,1.44125,0.00015646,0.00015646,0.00015646
125,10075.2,0.74557,2.341,0.53969,1.07559,0.60848,0.47847,0.47943,0.37832,0.56966,0.44324,0.4169,0.21697,1.04857,3.11783,1.01304,1.44422,0.00015448,0.00015448,0.00015448
126,10158.4,0.74569,2.32285,0.53403,1.07899,0.69204,0.45871,0.47459,0.36743,0.64,0.42123,0.4085,0.20932,1.04699,3.12182,1.02211,1.4363,0.0001525,0.0001525,0.0001525
127,10238.5,0.75566,2.34894,0.53712,1.08084,0.61325,0.47257,0.4725,0.36962,0.57346,0.43082,0.40541,0.20992,1.04672,3.13908,1.01368,1.43938,0.00015052,0.00015052,0.00015052
128,10318.5,0.73745,2.3208,0.52637,1.06581,0.62888,0.44415,0.47134,0.37099,0.59594,0.40443,0.4055,0.20948,1.05046,3.15865,1.03766,1.45033,0.00014854,0.00014854,0.00014854
129,10399.9,0.75085,2.3428,0.54405,1.08398,0.63284,0.47731,0.48317,0.38298,0.59342,0.44295,0.42619,0.21697,1.04563,3.12773,1.02466,1.44259,0.00014656,0.00014656,0.00014656
130,10479.7,0.73992,2.3357,0.53812,1.07547,0.57778,0.49923,0.47731,0.37887,0.54037,0.4603,0.41909,0.21624,1.04439,3.15227,1.02285,1.44885,0.00014458,0.00014458,0.00014458
131,10560.9,0.74412,2.34309,0.52631,1.07406,0.62719,0.46828,0.47943,0.38224,0.58114,0.42511,0.40778,0.22045,1.04788,3.1384,1.01257,1.44576,0.0001426,0.0001426,0.0001426
132,10643.2,0.73258,2.31361,0.51899,1.07096,0.62245,0.45754,0.47323,0.37629,0.57926,0.42107,0.41275,0.21527,1.04535,3.15897,1.01825,1.45098,0.00014062,0.00014062,0.00014062
133,10724.5,0.74451,2.32313,0.52734,1.07453,0.60629,0.46691,0.4732,0.3774,0.56676,0.43283,0.40758,0.21811,1.05415,3.17567,1.02731,1.45447,0.00013864,0.00013864,0.00013864
134,10805.4,0.74428,2.33438,0.52267,1.07476,0.72173,0.43595,0.4743,0.37194,0.68488,0.40409,0.41531,0.21226,1.05547,3.18399,1.0272,1.45326,0.00013666,0.00013666,0.00013666
135,10885.4,0.7458,2.31324,0.53005,1.07508,0.60798,0.48091,0.48194,0.37731,0.57197,0.44478,0.41936,0.21942,1.05857,3.19473,1.02764,1.45826,0.00013468,0.00013468,0.00013468
136,10964.9,0.73472,2.31098,0.51963,1.06677,0.6119,0.48766,0.47759,0.36806,0.58013,0.451,0.41734,0.21449,1.05597,3.15527,1.02124,1.46181,0.0001327,0.0001327,0.0001327
137,11044.5,0.7342,2.32031,0.5204,1.06613,0.6283,0.48281,0.47983,0.38036,0.59268,0.44323,0.41441,0.22109,1.0554,3.16197,1.02241,1.4634,0.00013072,0.00013072,0.00013072
138,11125.7,0.74073,2.32926,0.52453,1.07137,0.67038,0.45155,0.47816,0.37283,0.62775,0.41424,0.41212,0.2159,1.05221,3.17341,1.03014,1.46297,0.00012874,0.00012874,0.00012874
139,11213.1,0.73045,2.29473,0.51548,1.06404,0.65677,0.46142,0.47668,0.36988,0.619,0.42264,0.41326,0.21079,1.05059,3.18002,1.02948,1.46218,0.00012676,0.00012676,0.00012676
140,11297,0.72982,2.31354,0.51594,1.06638,0.62494,0.47701,0.47994,0.37445,0.58895,0.44084,0.42198,0.21488,1.05237,3.17309,1.03645,1.46571,0.00012478,0.00012478,0.00012478
141,11379.6,0.72394,2.29497,0.50873,1.0597,0.66617,0.45079,0.47914,0.36978,0.63292,0.41397,0.41669,0.21486,1.05597,3.18729,1.04207,1.46926,0.0001228,0.0001228,0.0001228
142,11462.8,0.7275,2.28552,0.51062,1.06444,0.65405,0.45946,0.47538,0.36963,0.61144,0.42053,0.40991,0.21233,1.05613,3.20994,1.0425,1.46664,0.00012082,0.00012082,0.00012082
143,11546.1,0.72821,2.30101,0.50807,1.0613,0.64167,0.44304,0.47089,0.36612,0.60566,0.41144,0.41309,0.21458,1.05343,3.19932,1.03963,1.46486,0.00011884,0.00011884,0.00011884
144,11628.3,0.7308,2.30209,0.51141,1.06505,0.64484,0.45276,0.47314,0.36842,0.61193,0.41707,0.41478,0.21891,1.05366,3.19141,1.0196,1.46584,0.00011686,0.00011686,0.00011686
145,11711.7,0.72686,2.29171,0.50831,1.06367,0.61302,0.47098,0.46838,0.36517,0.49161,0.45008,0.40462,0.21545,1.05315,3.20555,1.0211,1.46539,0.00011488,0.00011488,0.00011488
146,11794.6,0.71929,2.28375,0.51121,1.0604,0.62676,0.456,0.47377,0.37812,0.58747,0.41703,0.41185,0.22074,1.0501,3.19476,1.01878,1.46513,0.0001129,0.0001129,0.0001129
147,11877.6,0.71452,2.28607,0.50327,1.05453,0.62351,0.45514,0.47019,0.3738,0.48818,0.44234,0.41274,0.22096,1.04664,3.20342,1.02923,1.46635,0.00011092,0.00011092,0.00011092
148,11957.9,0.72029,2.28903,0.50138,1.05792,0.60674,0.47756,0.47278,0.3684,0.57177,0.43996,0.41099,0.20928,1.04857,3.18822,1.02844,1.47081,0.00010894,0.00010894,0.00010894
149,12038.4,0.71678,2.30016,0.50247,1.06134,0.55191,0.48894,0.47986,0.37511,0.51345,0.44833,0.41527,0.20867,1.04855,3.18893,1.01766,1.46692,0.00010696,0.00010696,0.00010696
150,12120.6,0.72197,2.29357,0.50351,1.06463,0.70855,0.43603,0.471,0.36949,0.66719,0.40047,0.408,0.21129,1.05172,3.21846,1.0392,1.46883,0.00010498,0.00010498,0.00010498
151,12206.7,0.71812,2.2964,0.5001,1.05646,0.7087,0.45322,0.46791,0.37141,0.65973,0.41786,0.40396,0.21127,1.0514,3.21887,1.04314,1.47143,0.000103,0.000103,0.000103
152,12288.6,0.7147,2.29006,0.4945,1.06042,0.68633,0.45951,0.47499,0.37843,0.64721,0.42183,0.41256,0.21639,1.04916,3.22022,1.03044,1.47281,0.00010102,0.00010102,0.00010102
153,12372.4,0.71037,2.28749,0.49718,1.0597,0.70372,0.44761,0.47406,0.37837,0.59936,0.4115,0.41189,0.21404,1.04963,3.22142,1.02107,1.47448,9.904e-05,9.904e-05,9.904e-05
154,12457.2,0.70711,2.28531,0.49573,1.0548,0.52829,0.49895,0.47918,0.3796,0.49015,0.45712,0.41506,0.21903,1.04524,3.19505,1.01605,1.47345,9.706e-05,9.706e-05,9.706e-05
155,12538.9,0.70766,2.27453,0.49271,1.05333,0.65069,0.4328,0.47538,0.37131,0.60794,0.39482,0.41086,0.21613,1.0469,3.21631,1.01883,1.47818,9.508e-05,9.508e-05,9.508e-05
156,12622.6,0.71492,2.30593,0.49774,1.05188,0.63474,0.44462,0.47397,0.37205,0.59404,0.40387,0.40934,0.21769,1.05409,3.22922,1.02561,1.48645,9.31e-05,9.31e-05,9.31e-05
157,12703,0.71158,2.27179,0.49254,1.0526,0.68341,0.45778,0.47008,0.37181,0.68062,0.39835,0.40416,0.21514,1.05001,3.224,1.0169,1.48632,9.112e-05,9.112e-05,9.112e-05
158,12784.2,0.711,2.27031,0.49674,1.05408,0.67485,0.46041,0.47654,0.38089,0.67479,0.40069,0.41053,0.21824,1.04755,3.22758,1.02034,1.48049,8.914e-05,8.914e-05,8.914e-05
159,12864.1,0.69661,2.26392,0.48773,1.05012,0.68913,0.45068,0.47544,0.38047,0.64734,0.41015,0.41208,0.21815,1.04895,3.21666,1.02,1.48328,8.716e-05,8.716e-05,8.716e-05
160,12944.1,0.70728,2.26133,0.49192,1.05572,0.69732,0.44743,0.47942,0.38187,0.66469,0.4063,0.41426,0.22113,1.05009,3.22622,1.02064,1.48597,8.518e-05,8.518e-05,8.518e-05
161,13027.1,0.70383,2.2672,0.49175,1.05127,0.70544,0.44632,0.48175,0.38288,0.64404,0.40446,0.40978,0.22117,1.05364,3.21306,1.02135,1.48638,8.32e-05,8.32e-05,8.32e-05
162,13111.1,0.70303,2.25597,0.4912,1.05201,0.65027,0.4411,0.47208,0.37097,0.60877,0.40439,0.40568,0.21079,1.05214,3.23136,1.02613,1.48518,8.122e-05,8.122e-05,8.122e-05
163,13191.4,0.70667,2.26192,0.48714,1.0501,0.65345,0.44315,0.47349,0.37274,0.61026,0.40502,0.40799,0.21513,1.04962,3.22969,1.02669,1.48403,7.924e-05,7.924e-05,7.924e-05
164,13272.7,0.69797,2.25049,0.48505,1.04913,0.65492,0.4454,0.47147,0.37219,0.61256,0.40783,0.40749,0.21545,1.04955,3.23413,1.02545,1.48622,7.726e-05,7.726e-05,7.726e-05
165,13356.7,0.70138,2.26503,0.48224,1.04948,0.64655,0.44154,0.47323,0.37405,0.66508,0.40428,0.40755,0.21691,1.04954,3.2258,1.02737,1.48723,7.528e-05,7.528e-05,7.528e-05
166,13442.5,0.69433,2.24448,0.48298,1.04006,0.6367,0.44934,0.47499,0.37497,0.60564,0.40768,0.40955,0.21618,1.05248,3.24621,1.03705,1.49191,7.33e-05,7.33e-05,7.33e-05
167,13523.9,0.69776,2.25766,0.47812,1.05103,0.61737,0.46755,0.47632,0.376,0.59249,0.41355,0.40906,0.21577,1.0533,3.2541,1.04052,1.48846,7.132e-05,7.132e-05,7.132e-05
168,13606.3,0.68623,2.23169,0.4815,1.03919,0.6237,0.46426,0.47269,0.37387,0.5808,0.42771,0.40367,0.21407,1.0567,3.25687,1.03109,1.49758,6.934e-05,6.934e-05,6.934e-05
169,13689,0.69726,2.24493,0.47676,1.04184,0.63302,0.45831,0.47319,0.37441,0.59209,0.42061,0.40774,0.21513,1.05603,3.26889,1.02708,1.49821,6.736e-05,6.736e-05,6.736e-05
